pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"OGLE-2014-BLG-1722L c","OGLE-2014-BLG-1722L","Microlensing",2018,,11.00000000,83.70000000,1.7000000000,,,,0.400000,6400.00000000
"K2-244 b","K2-244","Transit",2018,21.06884000000,1.75000000,3.71000000,0.1418000000,638.00,5677.00,0.920000,0.860000,212.90200000
"EPIC 201497682 b","EPIC 201497682","Transit",2019,2.13174000000,0.69200000,0.26000000,,,4991.00,0.554000,0.780000,253.02600000
"Kepler-653 c","Kepler-653","Transit",2016,0.90037647600,0.78000000,0.39900000,0.0185500000,2078.00,5665.00,1.190000,1.020000,595.63400000
"K2-59 c","K2-59","Transit",2016,11.29540000000,2.30000000,5.90000000,0.0905000000,692.77,5055.00,0.731000,0.774000,311.31300000
"Kepler-531 b","Kepler-531","Transit",2016,29.88485741000,2.78000000,8.15000000,0.1744600000,453.00,4893.00,0.750000,0.780000,252.76200000
"HD 104067 c","HD 104067","Radial Velocity",2024,13.89920000000,3.69000000,13.20000000,0.1058000000,648.36,4952.00,0.780000,0.820000,20.36320000
"HIP 97166 c","HIP 97166","Radial Velocity",2021,16.43200000000,2.75000000,8.00000000,0.1240000000,642.00,5216.00,0.841800,0.934200,65.95010000
"TOI-2379 b","TOI-2379","Transit",2024,5.46938270000,11.72459381,1830.69162432,0.0526300000,624.00,3707.00,0.622000,0.645000,211.24700000
"WASP-140 b","WASP-140","Transit",2016,2.23598448000,14.23540549,775.50520000,0.0323000000,1270.00,5300.00,0.870000,0.900000,117.59800000
"K2-255 b","K2-255","Transit",2018,1.96417000000,2.90000000,8.75000000,0.0274000000,1034.00,4676.00,0.690000,0.710000,191.60800000
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L","Microlensing",2019,,13.50000000,570.00000000,1.8000000000,,,,0.180000,7100.00000000
"Kepler-365 c","Kepler-365","Transit",2014,17.78412900000,1.64000000,3.33000000,0.1370000000,729.00,6012.00,1.048000,1.020000,1038.99000000
"Kepler-592 b","Kepler-592","Transit",2016,2.82019240800,2.39000000,6.30000000,0.0397000000,1367.00,5913.00,1.040000,1.040000,1153.13000000
"Kepler-1542 d","Kepler-1542","Transit",2016,5.99273738000,0.87000000,0.59000000,0.0629000000,1010.00,5564.00,0.990000,0.940000,399.11400000
"Kepler-29 c","Kepler-29","Transit",2011,13.28613000000,2.34000000,4.50000000,0.1002700000,715.00,5378.00,0.732000,0.761000,832.53200000
"Kepler-506 b","Kepler-506","Transit",2016,6.88340550000,2.73000000,7.90000000,0.0743700000,1080.00,6236.00,1.190000,1.190000,228.43900000
"Kepler-1814 b","Kepler-1814","Transit",2021,2.93535995500,2.36961357,6.21000000,0.0376500000,1022.00,4922.00,0.823000,0.790000,726.34600000
"Kepler-1004 b","Kepler-1004","Transit",2016,5.28789787000,6.28000000,32.50000000,0.0679100000,1661.00,4972.00,3.390000,1.110000,1152.68000000
"Kepler-1911 b","Kepler-1911","Transit",2021,5.99079990400,1.01100000,1.01000000,0.0636000000,987.00,5721.00,0.972000,0.954000,269.91200000
"Kepler-46 d","Kepler-46","Transit",2014,6.76658900000,1.64000000,3.33000000,0.0670000000,845.00,5309.00,0.790000,0.883000,777.06000000
"kap CrB b","kap CrB","Radial Velocity",2007,1253.68000000000,13.40000000,591.16380000,2.5000000000,319.32,4840.00,4.680000,1.330000,30.06510000
"Kepler-1548 b","Kepler-1548","Transit",2016,124.82867900000,2.64000000,7.46000000,0.4679000000,350.00,5706.00,0.970000,0.990000,872.27900000
"WASP-61 b","WASP-61","Transit",2012,3.85590000000,15.80469000,851.78440000,0.0521000000,1624.40,6250.00,1.550000,1.820000,488.66000000
"Kepler-281 d","Kepler-281","Transit",2021,148.27200320000,5.93747806,654.00000000,0.5456000000,321.00,5717.00,0.884000,0.984000,1745.45000000
"HD 190360 c","HD 190360","Radial Velocity",2005,17.11625000000,5.53000000,26.20000000,0.1298000000,794.55,5560.00,1.140000,0.996000,16.00690000
"Kepler-1287 b","Kepler-1287","Transit",2016,11.47685909000,1.54000000,2.99000000,0.0976000000,796.00,5715.00,0.940000,0.960000,1003.26000000
"Kepler-1506 b","Kepler-1506","Transit",2016,14.03291540000,1.32000000,2.30000000,0.1168000000,783.00,5676.00,0.930000,0.950000,2366.02000000
"Kepler-913 b","Kepler-913","Transit",2016,10.29672521000,2.06000000,4.90000000,0.1009000000,1129.00,4687.00,0.610000,0.630000,991.61800000
"TOI-3160 A b","TOI-3160 A","Transit",2025,3.97128100000,13.76462830,378.21580433,0.0505000000,1539.00,6190.00,1.346000,1.088000,567.67800000
"Kepler-1066 b","Kepler-1066","Transit",2016,1.93155983900,2.36000000,6.17000000,0.0298000000,1290.00,5762.00,0.980000,0.980000,344.25100000
"Kepler-262 c","Kepler-262","Transit",2014,21.85372200000,1.64000000,3.33000000,0.1520000000,618.00,5841.00,0.881000,0.816000,613.12900000
"KOI-351 h","KOI-351","Transit",2013,331.60296000000,11.25200000,203.00000000,0.9706200000,294.00,6031.13,1.185000,1.242000,848.25400000
"HD 99492 b","HD 99492","Radial Velocity",2004,17.05030000000,5.44000000,25.50000000,0.1200000000,622.27,4929.00,0.822539,0.850000,18.20380000
"Kepler-359 d","Kepler-359","Transit",2014,77.09569100000,4.01000000,2.70000000,0.3720000000,464.00,6248.00,1.086000,0.827000,1443.21000000
"Kepler-859 b","Kepler-859","Transit",2016,20.38177573000,3.09000000,9.75000000,0.1315700000,528.00,5020.00,0.770000,0.810000,839.90300000
"KMT-2018-BLG-1025L b","KMT-2018-BLG-1025L","Microlensing",2021,,2.34000000,6.05900000,1.3050000000,,,,0.219000,6705.00000000
"KMT-2018-BLG-1976L b","KMT-2018-BLG-1976L","Microlensing",2021,,13.30000000,705.57906354,3.5400000000,,,,0.650000,5840.00000000
"WASP-157 b","WASP-157","Transit",2016,3.95162300000,11.19000000,182.43442000,0.0499000000,1193.00,5772.00,1.100000,1.060000,334.03700000
"Kepler-1333 b","Kepler-1333","Transit",2016,109.64718420000,2.81000000,8.30000000,0.4382000000,428.00,5628.00,0.920000,0.940000,932.44600000
"Kepler-1120 b","Kepler-1120","Transit",2016,2.94902905200,1.38000000,2.48000000,0.0369000000,1027.00,4904.00,0.740000,0.780000,615.23100000
"Kepler-264 c","Kepler-264","Transit",2014,140.10126100000,2.83000000,8.40000000,0.5660000000,511.00,6158.00,1.550000,1.426000,942.17300000
"Kepler-1242 b","Kepler-1242","Transit",2016,13.62798432000,2.26000000,5.73000000,0.1039000000,639.00,4895.00,0.740000,0.770000,687.61500000
"K2-214 b","K2-214","Transit",2018,8.59656000000,2.51000000,6.85000000,0.0834000000,1001.00,5875.00,1.236000,1.030000,300.64000000
"Kepler-1228 b","Kepler-1228","Transit",2016,0.57736957900,1.54000000,2.99000000,0.0118600000,1757.00,5063.00,0.740000,0.780000,515.45300000
"Kepler-1501 b","Kepler-1501","Transit",2016,14.55645330000,1.56000000,3.05000000,0.1159200000,787.00,6229.00,1.300000,1.200000,749.06000000
"HD 156279 b","HD 156279","Radial Velocity",2011,133.40355000000,12.50000000,2997.75753482,0.5020000000,361.73,5453.00,0.950000,0.940000,36.19450000
"TOI-1443 b","TOI-1443","Transit",2024,23.54067800000,2.30381001,30.00000000,0.1470000000,520.66,5224.00,0.751100,0.766300,85.80340000
"KMT-2022-BLG-0440L b","KMT-2022-BLG-0440L","Microlensing",2023,,4.05000000,15.40000000,1.9000000000,,,,0.530000,3500.00000000
"HD 72892 b","HD 72892","Radial Velocity",2016,39.44603000000,12.80000000,1737.88572948,0.2280000000,634.46,5688.00,1.220000,1.010000,69.73110000
"Kepler-385 c","Kepler-385","Transit",2014,15.16316100000,3.04000000,13.20000000,0.1270000000,829.00,6326.00,1.126000,0.992000,1432.61000000
"TOI-2345 b","TOI-2345","Transit",2025,1.05285730000,1.50400000,3.49000000,0.0170500000,1478.00,4687.00,0.729000,0.727000,81.65410000
"Kepler-1099 b","Kepler-1099","Transit",2016,2.16845259300,2.83000000,8.40000000,0.0337000000,1558.00,5837.00,1.000000,1.010000,1022.80000000
"Kepler-587 b","Kepler-587","Transit",2016,10.94027841000,2.23000000,5.60000000,0.0952000000,764.00,5549.00,0.890000,0.920000,787.89400000
"K2-197 b","K2-197","Transit",2018,8.35788100000,2.56000000,7.08000000,0.0806000000,848.00,5667.00,0.930000,1.000000,247.63700000
"HD 158259 b","HD 158259","Radial Velocity",2020,2.17800000000,1.28228000,2.22000000,,1462.00,5801.89,1.210000,1.080000,27.04980000
"Kepler-62 b","Kepler-62","Transit",2013,5.71493200000,1.31000000,9.00000000,0.0553000000,750.00,4925.00,0.640000,0.690000,300.87400000
"HD 21520 b","HD 21520","Transit",2024,25.12920000000,2.69700000,17.70000000,0.1726000000,637.00,5871.00,1.044000,1.090000,79.20800000
"Kepler-115 c","Kepler-115","Transit",2014,8.99088900000,2.60000000,7.27000000,0.0870000000,960.00,5979.00,1.205000,1.042000,623.60900000
"Kepler-231 b","Kepler-231","Transit",2014,10.06527500000,1.73000000,35.40000000,0.0740000000,488.00,3767.00,0.490000,0.580000,316.61800000
"Kepler-1142 b","Kepler-1142","Transit",2016,18.30272480000,1.47000000,2.76000000,0.1343000000,902.00,5685.00,0.960000,0.970000,1273.51000000
"HD 169830 b","HD 169830","Radial Velocity",2000,225.67372000000,13.20000000,804.42369812,0.7650000000,345.00,6300.00,1.935709,1.170000,37.60480000
"Kepler-548 b","Kepler-548","Transit",2016,4.45419433800,11.99000000,,0.0495000000,1017.00,5535.00,0.900000,0.930000,751.77600000
"GJ 9404 b","GJ 9404","Radial Velocity",2023,13.45860000000,3.48000000,11.90000000,0.0943000000,473.50,3811.00,0.626041,0.620000,23.88390000
"K2-226 b","K2-226","Transit",2018,3.27109000000,1.53899305,2.98000000,0.0409500000,1187.00,5288.00,0.889000,0.856000,211.26500000
"HD 190228 b","HD 190228","Radial Velocity",2022,1143.59858000000,12.90000000,1598.67688721,2.4060000000,267.99,5360.00,2.586580,1.415000,62.71460000
"Kepler-1495 b","Kepler-1495","Transit",2016,85.27325600000,2.94000000,8.96000000,0.3677000000,443.00,5831.00,1.040000,1.030000,1355.54000000
"Kepler-159 c","Kepler-159","Transit",2014,43.59579200000,3.41000000,11.50000000,0.2180000000,275.00,4625.00,0.663000,0.628000,373.74400000
"Kepler-1014 b","Kepler-1014","Transit",2016,16.57110363000,2.39000000,6.30000000,0.1210000000,614.00,5388.00,0.840000,0.880000,624.80000000
"KMT-2017-BLG-2509L b","KMT-2017-BLG-2509L","Microlensing",2021,,13.40000000,664.26137063,2.1400000000,,,,0.460000,7040.00000000
"Kepler-1122 b","Kepler-1122","Transit",2016,42.19173570000,2.04000000,4.82000000,0.2315000000,526.00,5544.00,0.890000,0.920000,1230.42000000
"TOI-4443.01","TOI-4443","Transit",2024,1.84985670000,1.71932650,3.60000000,0.0299626450,1638.82,5834.00,1.017330,1.049133,56.07390000
"HD 100655 b","HD 100655","Radial Velocity",2011,157.57001000000,13.50000000,511.70630000,0.6800000000,907.14,4891.00,10.060000,2.280000,137.17800000
"Kepler-1730 b","Kepler-1730","Transit",2021,13.81019974000,4.48524519,18.40000000,0.1131000000,833.00,5942.00,1.142000,1.009000,1427.08000000
"Kepler-150 d","Kepler-150","Transit",2014,12.56093000000,2.79000000,8.20000000,0.1040000000,734.00,5560.00,0.939000,0.956000,891.09200000
"Kepler-248 c","Kepler-248","Transit",2014,16.23949400000,4.07000000,15.60000000,0.1230000000,598.00,5190.00,0.831000,0.838000,738.79200000
"HD 285507 b","HD 285507","Radial Velocity",2013,6.08810000000,13.80000000,311.47340000,0.0600000000,736.35,4503.00,0.690000,0.820000,45.02930000
"Kepler-1047 b","Kepler-1047","Transit",2016,56.18868870000,2.09000000,5.02000000,0.2987100000,503.00,5754.00,1.130000,1.080000,817.64700000
"GJ 3138 c","GJ 3138","Radial Velocity",2017,5.97400000000,1.88000000,4.18000000,0.0570000000,530.85,3717.00,0.500000,0.681000,28.47120000
"Kepler-55 b","Kepler-55","Transit",2012,27.94814490000,2.43000000,43.00000000,0.1593000000,400.00,4362.00,0.580000,0.620000,578.79600000
"HD 116029 b","HD 116029","Radial Velocity",2011,670.00000000000,13.60000000,444.96200000,1.6500000000,400.04,4819.00,4.890000,0.830000,123.24500000
"HD 37605 c","HD 37605","Radial Velocity",2012,2720.00000000000,13.10000000,1013.87770000,3.7400000000,126.75,5329.00,0.910000,0.940000,46.78640000
"Kepler-1184 b","Kepler-1184","Transit",2016,53.59910440000,2.68000000,7.65000000,0.2863000000,529.00,5983.00,1.070000,1.050000,1157.84000000
"TOI-1266 c","TOI-1266","Transit",2020,18.80270000000,1.98000000,3.17000000,0.1050000000,346.00,3563.00,0.423200,0.437000,36.01180000
"Kepler-547 b","Kepler-547","Transit",2016,6.01038428900,4.00000000,15.10000000,0.0580000000,768.00,4828.00,0.730000,0.780000,378.97200000
"Kepler-1488 c","Kepler-1488","Transit",2021,6.15826988200,1.65156749,3.37000000,0.0695900000,1212.00,5710.00,1.524000,1.003000,905.82500000
"HAT-P-57 b","HAT-P-57","Transit",2015,2.46530000000,19.50366000,448.14030000,0.0406000000,2200.00,6330.00,1.850000,2.770000,279.86000000
"HD 8326 b","HD 8326","Radial Velocity",2019,158.99100000000,9.58000000,66.60000000,0.5330000000,287.23,4914.00,0.783181,0.800000,30.68620000
"TOI-150.01","TOI-150","Transit",2019,5.85748700000,14.06729500,797.75330000,0.0703700000,1404.50,6255.00,1.526000,1.351000,336.26700000
"TIC 86380416 b","TIC 86380416","Transit",2026,6.04086434610,2.41236120,6.40000000,,,5723.74,0.989724,1.070000,244.68000000
"TRAPPIST-1 g","TRAPPIST-1","Transit",2017,12.35244600000,1.12900000,1.32100000,0.0468300000,197.30,2566.00,0.119200,0.089800,12.42988881
"HD 106315 b","HD 106315","Transit",2017,9.55237000000,2.44000000,12.60000000,0.0907000000,1153.00,6327.00,1.296000,1.091000,109.35300000
"GJ 9827 b","GJ 9827","Transit",2017,1.20897400000,1.44000000,4.28000000,0.0189000000,1035.01,4236.00,0.580000,0.620000,29.66100000
"BD-06 1339 b","BD-06 1339","Radial Velocity",2013,3.87280000000,,1523.03372634,0.0428000000,834.97,4324.00,0.686355,0.700000,20.26950000
"Kepler-1033 b","Kepler-1033","Transit",2016,7.56052806000,2.51000000,6.85000000,0.0761000000,914.00,5547.00,0.920000,0.940000,1455.50000000
"TOI-7155 b","TOI-7155","Transit",2026,3.89489711981,2.40821473,6.38000000,,914.00,4673.03,0.670748,0.755000,144.75100000
"K2-136 d","K2-136","Transit",2017,25.57500000000,1.56500000,3.00000000,0.1538000000,420.00,4500.00,0.677000,0.742000,59.24740000
"K2-154 b","K2-154","Transit",2018,3.67626000000,1.99000000,4.62000000,0.0405000000,715.00,4097.00,0.630000,0.650000,129.35600000
"V1298 Tau e","V1298 Tau","Transit",2019,48.67771400000,10.17000000,15.30000000,0.2689000000,527.00,4970.00,1.320000,1.100000,108.19900000
"TOI-836 b","TOI-836","Transit",2023,3.81673000000,1.70400000,4.53000000,0.0422000000,871.00,4552.00,0.665000,0.678000,27.50240000
"K2-165 c","K2-165","Transit",2018,4.38274500000,1.55409035,3.03000000,,,5185.00,0.803827,0.834847,134.59100000
"Kepler-947 b","Kepler-947","Transit",2016,26.96443170000,2.28000000,5.82000000,0.1773000000,573.00,5508.00,0.870000,0.900000,1730.78000000
"WASP-12 b","WASP-12","Transit",2008,1.09141890100,22.02564708,467.21010000,0.0234000000,2601.00,6265.00,1.690000,1.325000,427.24600000
"WASP-17 b","WASP-17","Transit",2009,3.73543000000,20.96083000,247.90740000,0.0515000000,1755.00,6550.00,1.490000,2.280000,405.90800000
"WASP-39 b","WASP-39","Transit",2011,4.05529410000,14.33631100,89.31023000,0.0482800000,1166.00,5485.00,0.939000,0.913000,213.98200000
"TOI-3235 b","TOI-3235","Transit",2023,2.59261842000,11.39953337,211.35589065,0.0270900000,604.00,3388.80,0.369700,0.393900,72.81100000
"HD 3167 e","HD 3167","Radial Velocity",2022,96.63000000000,2.83000000,8.41000000,0.3885000000,374.80,5261.00,0.880000,0.837000,47.28990000
"55 Cnc B b","55 Cnc B","Radial Velocity",2025,6.79940000000,1.69000000,3.50000000,0.0440000000,395.41,3286.00,0.274000,0.260000,12.47730000
"WASP-94 A b","WASP-94 A","Transit",2014,3.95019000000,17.71022000,158.91500000,0.0550000000,1604.00,6170.00,1.480000,1.670000,211.21100000
"WASP-69 b","WASP-69","Transit",2014,3.86813881000,11.21000000,82.58000000,0.0453000000,971.00,4792.00,0.801000,0.830000,49.96050000
"KELT-7 b","KELT-7","Transit",2015,2.73477000000,17.93440000,441.78370000,0.0441500000,2048.00,6768.00,1.810000,1.760000,136.68100000
"NSVS 14256825 b","NSVS 14256825","Eclipse Timing Variations",2019,3225.00000000000,12.30000000,4497.29450000,3.1200000000,473.47,40000.00,0.188000,0.419000,820.87700000
"HD 114082 b","HD 114082","Radial Velocity",2022,109.75000000000,11.20898070,2542.62725600,0.5109000000,547.70,6651.00,1.490000,1.470000,95.39060000
"TIC 46432937 b","TIC 46432937","Transit",2024,1.44044527000,13.31626907,1017.05090240,0.0206500000,872.00,3572.00,0.529900,0.563000,90.53690000
"Kepler-451 c","2MASS J19383260+4603591","Eclipse Timing Variations",2022,1460.00000000000,13.50000000,511.70373527,,,29564.00,0.203000,0.480000,396.33200000
"TOI-2529 b","TOI-2529","Transit",2024,64.59490000000,11.54525012,743.71847238,0.3270000000,636.00,5802.00,1.700000,1.110000,296.27100000
"KOI-1599.01","KOI-1599","Transit",2019,20.44150000000,1.90000000,4.60000000,0.1472800000,660.00,5833.00,0.972000,1.020000,1131.64000000
"Kepler-689 b","Kepler-689","Transit",2016,22.36656079000,2.89000000,8.70000000,0.1449000000,536.00,5518.00,0.880000,0.910000,1131.73000000
"NGC 2682 YBP 1194 b","NGC 2682 YBP 1194","Radial Velocity",2014,6.95900000000,12.30000000,101.70560000,,,5780.00,0.990000,1.010000,872.92000000
"Kepler-1205 b","Kepler-1205","Transit",2016,1.07839035200,1.41000000,2.57000000,0.0196000000,1667.00,5226.00,0.810000,0.840000,698.48500000
"Kepler-32 f","Kepler-32","Transit",2012,0.74296000000,0.82000000,969.22800000,0.0130000000,1026.00,3900.00,0.530000,0.580000,323.84700000
"CoRoT-20 c","CoRoT-20","Radial Velocity",2018,1675.00000000000,12.20000000,5403.11000000,2.9000000000,168.16,5880.00,1.020000,1.140000,844.06100000
"HD 149026 b","HD 149026","Radial Velocity",2005,2.87589000000,8.29466000,120.77540000,0.0436400000,1626.00,6179.00,1.410000,1.420000,75.86430000
"TRAPPIST-1 d","TRAPPIST-1","Transit",2016,4.04921900000,0.78800000,0.38800000,0.0222700000,286.20,2566.00,0.119200,0.089800,12.42988881
"Kepler-968 b","Kepler-968","Transit",2016,3.69298372800,2.00000000,4.66000000,0.0389000000,745.00,4598.00,0.700000,0.760000,290.32400000
"BD+20 594 b","BD+20 594","Transit",2016,41.68550000000,2.57807000,22.24810000,0.2410000000,546.00,5766.00,1.080000,1.670000,179.46100000
"HD 73534 b","HD 73534","Radial Velocity",2008,1750.00000000000,13.70000000,353.42696000,2.9900000000,220.25,4917.00,2.580000,1.160000,83.33210000
"GJ 3988 b","GJ 3988","Radial Velocity",2023,6.94420000000,1.74000000,3.69000000,0.0405000000,348.00,3273.00,0.197340,0.184200,9.91050000
"Kepler-116 b","Kepler-116","Transit",2014,5.96873400000,3.42000000,11.60000000,0.0690000000,1251.00,6142.00,1.454000,1.198000,955.16800000
"Kepler-364 c","Kepler-364","Transit",2014,59.98062700000,2.15000000,5.27000000,0.3120000000,568.00,6108.00,1.284000,1.076000,891.46200000
"HD 190984 b","HD 190984","Radial Velocity",2009,4885.00000000000,13.00000000,1137.82569706,5.5000000000,152.29,5988.00,1.530000,0.910000,148.18700000
"Kepler-516 b","Kepler-516","Transit",2016,24.85462415000,5.74000000,27.90000000,0.1992000000,1095.00,7099.00,2.020000,1.620000,687.09400000
"Kepler-119 b","Kepler-119","Transit",2014,2.42208200000,3.60000000,12.60000000,0.0350000000,1213.00,5595.00,0.839000,0.918000,701.99600000
"WASP-75 b","WASP-75","Transit",2013,2.48419300000,14.23500000,340.06000000,0.0375000000,1710.00,6100.00,1.260000,1.140000,294.00100000
"2M0437 b","2MASS J04372171+2651014","Imaging",2021,,13.00000000,1271.31362800,118.0000000000,1450.00,3100.00,0.840000,0.170000,128.48400000
"Kepler-1518 b","Kepler-1518","Transit",2016,5.11177904000,3.05000000,9.53000000,0.0593000000,1351.00,6846.00,1.880000,1.540000,903.51000000
"K2-270 c","K2-270","Transit",2018,4.40002800000,2.95000000,9.01000000,0.0497000000,848.00,4877.00,0.770000,0.850000,280.51800000
"Kepler-550 b","Kepler-550","Transit",2016,8.60010410900,4.42000000,17.90000000,0.0747000000,760.00,5322.00,0.830000,0.870000,531.94400000
"Kepler-763 d","Kepler-763","Transit",2023,6.50327035000,1.67000000,3.43000000,0.0634000000,804.00,4999.00,0.843000,0.800000,962.45900000
"Kepler-812 b","Kepler-812","Transit",2016,10.11716531000,3.55000000,12.30000000,0.1024000000,1163.00,6761.00,1.710000,1.450000,1482.74000000
"WASP-23 b","WASP-23","Transit",2010,2.94442560000,10.78300000,280.95000000,0.0376000000,1076.55,5150.00,0.765000,0.780000,207.49000000
